GeoFips,GeoName,LineCode,Description,2020
49000,Utah,43,      Other transportation and support activities,1354.9
49000,Utah,44,      Warehousing and storage,643.5
49000,Utah,45,    Information,11149.3
49000,Utah,46,      Publishing industries (except Internet),5080.3
49000,Utah,47,      Motion picture and sound recording industries,369.7
49000,Utah,48,      Broadcasting (except Internet) and telecommunications,3138
49000,Utah,49,"      Data processing, hosting, and other information services",2521.3
49000,Utah,50,"    Finance, insurance, real estate, rental, and leasing",33311
49000,Utah,51,      Finance and insurance,12500.1
49000,Utah,52,"        Monetary Authorities- central bank, credit intermediation, and related services",7864.1
49000,Utah,53,"        Securities, commodity contracts, and other financial investments and related activities",833.4
49000,Utah,54,        Insurance carriers and related activities,3969.9
49000,Utah,55,"        Funds, trusts, and other financial vehicles",278.1
49000,Utah,56,      Real estate and rental and leasing,20887.4
49000,Utah,57,        Real estate,17256.8
49000,Utah,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3889.5
49000,Utah,59,    Professional and business services,20904.6
49000,Utah,60,"      Professional, scientific, and technical services",13226.3
49000,Utah,61,        Legal services,1055.5
49000,Utah,62,        Computer systems design and related services,4318.3
49000,Utah,63,"        Miscellaneous professional, scientific, and technical services",8012.6
49000,Utah,64,      Management of companies and enterprises,2720.9
49000,Utah,65,      Administrative and support and waste management and remediation services,4984.6
49000,Utah,66,        Administrative and support services,4703.4
49000,Utah,67,        Waste management and remediation services,288.6
49000,Utah,68,"    Educational services, health care, and social assistance",11821.5
49000,Utah,69,      Educational services,2366.4
49000,Utah,70,      Health care and social assistance,9453.9
49000,Utah,71,        Ambulatory health care services,4909.4
49000,Utah,72,        Hospitals,2938.7
49000,Utah,73,        Nursing and residential care facilities,972.3
49000,Utah,74,        Social assistance,626.8
49000,Utah,75,"    Arts, entertainment, recreation, accommodation, and food services",4241.3
49000,Utah,76,"      Arts, entertainment, and recreation",1079.6
49000,Utah,77,"        Performing arts, spectator sports, museums, and related activities",479.8
49000,Utah,78,"        Amusement, gambling, and recreation industries",599.3
49000,Utah,79,      Accommodation and food services,3160.1
49000,Utah,80,        Accommodation,964.4
49000,Utah,81,        Food services and drinking places,2184
49000,Utah,82,    Other services (except government and government enterprises),3899.8
49000,Utah,83,  Government and government enterprises,19339.9
49000,Utah,84,    Federal civilian,4847.6
49000,Utah,85,    Military,1321.4
49000,Utah,86,    State and local,13176.1
49000,Utah,,Addenda:,
49000,Utah,87,Natural resources and mining,5676
49000,Utah,88,Trade,21157.8
49000,Utah,89,Transportation and utilities,7539.1
49000,Utah,90,Manufacturing and information,33364.8
49000,Utah,91,Private goods-producing industries 2/,39103
49000,Utah,92,Private services-providing industries 3/,113206.7
50000,Vermont,1,All industry total,28648.5
50000,Vermont,2,  Private industries,24551.5
50000,Vermont,3,"    Agriculture, forestry, fishing and hunting",670.7
50000,Vermont,4,      Farms,614.3
50000,Vermont,5,"      Forestry, fishing, and related activities",70
50000,Vermont,6,"    Mining, quarrying, and oil and gas extraction",150.6
50000,Vermont,7,      Oil and gas extraction,0
50000,Vermont,8,      Mining (except oil and gas),148.7
50000,Vermont,9,      Support activities for mining,1.8
50000,Vermont,10,    Utilities,612.7
50000,Vermont,11,    Construction,830.9
50000,Vermont,12,    Manufacturing,2890.7
50000,Vermont,13,      Durable goods manufacturing,1860.5
50000,Vermont,14,        Wood product manufacturing,110.9
50000,Vermont,15,        Nonmetallic mineral product manufacturing,108.8
50000,Vermont,16,        Primary metal manufacturing,30.9
50000,Vermont,17,        Fabricated metal product manufacturing,119.7
50000,Vermont,18,        Machinery manufacturing,313.1
50000,Vermont,19,        Computer and electronic product manufacturing,773.7
50000,Vermont,20,"        Electrical equipment, appliance, and component manufacturing",114.8
50000,Vermont,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",35.8
50000,Vermont,22,        Other transportation equipment manufacturing,79.2
50000,Vermont,23,        Furniture and related product manufacturing,56
50000,Vermont,24,        Miscellaneous manufacturing,146.8
50000,Vermont,25,      Nondurable goods manufacturing,1027.1
50000,Vermont,26,        Food and beverage and tobacco product manufacturing,571.2
50000,Vermont,27,        Textile mills and textile product mills,14.7
50000,Vermont,28,"        Apparel, leather, and allied product manufacturing",40.7
50000,Vermont,29,        Paper manufacturing,69.1
50000,Vermont,30,        Printing and related support activities,61.5
50000,Vermont,31,        Petroleum and coal products manufacturing,38.4
50000,Vermont,32,        Chemical manufacturing,122
50000,Vermont,33,        Plastics and rubber products manufacturing,109.1
50000,Vermont,34,    Wholesale trade,1499.9
50000,Vermont,35,    Retail trade,2287.3
50000,Vermont,36,    Transportation and warehousing,445.9
50000,Vermont,37,      Air transportation,6.9
50000,Vermont,38,      Rail transportation,14.3
50000,Vermont,39,      Water transportation,9.6
50000,Vermont,40,      Truck transportation,176.4
50000,Vermont,41,      Transit and ground passenger transportation,51.6
50000,Vermont,42,      Pipeline transportation,0
50000,Vermont,43,      Other transportation and support activities,122.2
50000,Vermont,44,      Warehousing and storage,62.4
50000,Vermont,45,    Information,950.5
50000,Vermont,46,      Publishing industries (except Internet),335.1
50000,Vermont,47,      Motion picture and sound recording industries,18.5
50000,Vermont,48,      Broadcasting (except Internet) and telecommunications,394.8
50000,Vermont,49,"      Data processing, hosting, and other information services",203.6
50000,Vermont,50,"    Finance, insurance, real estate, rental, and leasing",5394.4
50000,Vermont,51,      Finance and insurance,1472.3
50000,Vermont,52,"        Monetary Authorities- central bank, credit intermediation, and related services",345.7
50000,Vermont,53,"        Securities, commodity contracts, and other financial investments and related activities",155.9
50000,Vermont,54,        Insurance carriers and related activities,972.6
50000,Vermont,55,"        Funds, trusts, and other financial vehicles",6.6
50000,Vermont,56,      Real estate and rental and leasing,3915
50000,Vermont,57,        Real estate,3759
50000,Vermont,58,        Rental and leasing services and lessors of nonfinancial intangible assets,157
50000,Vermont,59,    Professional and business services,3274.7
50000,Vermont,60,"      Professional, scientific, and technical services",2160.2
50000,Vermont,61,        Legal services,238.5
50000,Vermont,62,        Computer systems design and related services,679.8
50000,Vermont,63,"        Miscellaneous professional, scientific, and technical services",1262.8
50000,Vermont,64,      Management of companies and enterprises,317.1
50000,Vermont,65,      Administrative and support and waste management and remediation services,803.6
50000,Vermont,66,        Administrative and support services,697.5
50000,Vermont,67,        Waste management and remediation services,105.8
50000,Vermont,68,"    Educational services, health care, and social assistance",3881.7
50000,Vermont,69,      Educational services,685.3
50000,Vermont,70,      Health care and social assistance,3203.1
50000,Vermont,71,        Ambulatory health care services,1451.1
50000,Vermont,72,        Hospitals,1145.3
50000,Vermont,73,        Nursing and residential care facilities,292.2
50000,Vermont,74,        Social assistance,317.3
50000,Vermont,75,"    Arts, entertainment, recreation, accommodation, and food services",1275.2
50000,Vermont,76,"      Arts, entertainment, and recreation",200.5
50000,Vermont,77,"        Performing arts, spectator sports, museums, and related activities",88.9
50000,Vermont,78,"        Amusement, gambling, and recreation industries",111.4
50000,Vermont,79,      Accommodation and food services,1072.8
50000,Vermont,80,        Accommodation,629
50000,Vermont,81,        Food services and drinking places,447.9
50000,Vermont,82,    Other services (except government and government enterprises),557.1
50000,Vermont,83,  Government and government enterprises,4093.5
50000,Vermont,84,    Federal civilian,955.8
50000,Vermont,85,    Military,170.9
50000,Vermont,86,    State and local,2972.2
50000,Vermont,,Addenda:,
50000,Vermont,87,Natural resources and mining,808.6
50000,Vermont,88,Trade,3786.1
50000,Vermont,89,Transportation and utilities,1058.7
50000,Vermont,90,Manufacturing and information,3836.9
50000,Vermont,91,Private goods-producing industries 2/,4485.4
50000,Vermont,92,Private services-providing industries 3/,20072.5
51000,Virginia,1,All industry total,473817.5
51000,Virginia,2,  Private industries,389920.3
51000,Virginia,3,"    Agriculture, forestry, fishing and hunting",2464.7
51000,Virginia,4,      Farms,2125.3
51000,Virginia,5,"      Forestry, fishing, and related activities",413.1
51000,Virginia,6,"    Mining, quarrying, and oil and gas extraction",1736.1
51000,Virginia,7,      Oil and gas extraction,237.8
51000,Virginia,8,      Mining (except oil and gas),1474.5
51000,Virginia,9,      Support activities for mining,54.4
51000,Virginia,10,    Utilities,7093
51000,Virginia,11,    Construction,18196.4
51000,Virginia,12,    Manufacturing,38681.7
51000,Virginia,13,      Durable goods manufacturing,16449.1
51000,Virginia,14,        Wood product manufacturing,970.8
51000,Virginia,15,        Nonmetallic mineral product manufacturing,1113.6
51000,Virginia,16,        Primary metal manufacturing,909.2
51000,Virginia,17,        Fabricated metal product manufacturing,1915.8
51000,Virginia,18,        Machinery manufacturing,1518.7
51000,Virginia,19,        Computer and electronic product manufacturing,3219.1
51000,Virginia,20,"        Electrical equipment, appliance, and component manufacturing",1084.1
51000,Virginia,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1437.4
51000,Virginia,22,        Other transportation equipment manufacturing,3166.9
51000,Virginia,23,        Furniture and related product manufacturing,654
51000,Virginia,24,        Miscellaneous manufacturing,792.3
51000,Virginia,25,      Nondurable goods manufacturing,22225.3
51000,Virginia,26,        Food and beverage and tobacco product manufacturing,14994.2
51000,Virginia,27,        Textile mills and textile product mills,453.6
51000,Virginia,28,"        Apparel, leather, and allied product manufacturing",84.4
51000,Virginia,29,        Paper manufacturing,1199
51000,Virginia,30,        Printing and related support activities,644.9
51000,Virginia,31,        Petroleum and coal products manufacturing,580.8
51000,Virginia,32,        Chemical manufacturing,2449.5
51000,Virginia,33,        Plastics and rubber products manufacturing,1900.8
51000,Virginia,34,    Wholesale trade,20880.8
51000,Virginia,35,    Retail trade,26629.3
51000,Virginia,36,    Transportation and warehousing,10268
51000,Virginia,37,      Air transportation,1416.2
51000,Virginia,38,      Rail transportation,658.7
51000,Virginia,39,      Water transportation,396
51000,Virginia,40,      Truck transportation,2462.8
51000,Virginia,41,      Transit and ground passenger transportation,667.8
51000,Virginia,42,      Pipeline transportation,113.2
51000,Virginia,43,      Other transportation and support activities,2597.2
51000,Virginia,44,      Warehousing and storage,1880.2
51000,Virginia,45,    Information,23666.8
51000,Virginia,46,      Publishing industries (except Internet),4718.4
51000,Virginia,47,      Motion picture and sound recording industries,575.9
51000,Virginia,48,      Broadcasting (except Internet) and telecommunications,10457.8
51000,Virginia,49,"      Data processing, hosting, and other information services",7855.3
51000,Virginia,50,"    Finance, insurance, real estate, rental, and leasing",83601.1
51000,Virginia,51,      Finance and insurance,22568.3
51000,Virginia,52,"        Monetary Authorities- central bank, credit intermediation, and related services",10738
51000,Virginia,53,"        Securities, commodity contracts, and other financial investments and related activities",2668.7
51000,Virginia,54,        Insurance carriers and related activities,9341.4
51000,Virginia,55,"        Funds, trusts, and other financial vehicles",211.4
51000,Virginia,56,      Real estate and rental and leasing,60759.6
51000,Virginia,57,        Real estate,56847.2
51000,Virginia,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3994.4
51000,Virginia,59,    Professional and business services,103619.1
51000,Virginia,60,"      Professional, scientific, and technical services",70636.1
51000,Virginia,61,        Legal services,4200.4
51000,Virginia,62,        Computer systems design and related services,30161.2
51000,Virginia,63,"        Miscellaneous professional, scientific, and technical services",36691.7
51000,Virginia,64,      Management of companies and enterprises,15464.6
51000,Virginia,65,      Administrative and support and waste management and remediation services,17658.2
51000,Virginia,66,        Administrative and support services,16818.5
51000,Virginia,67,        Waste management and remediation services,845.8
51000,Virginia,68,"    Educational services, health care, and social assistance",34192
51000,Virginia,69,      Educational services,4082.2
51000,Virginia,70,      Health care and social assistance,30164.2
51000,Virginia,71,        Ambulatory health care services,17517.6
51000,Virginia,72,        Hospitals,7894.6
51000,Virginia,73,        Nursing and residential care facilities,2787
51000,Virginia,74,        Social assistance,2087.9
51000,Virginia,75,"    Arts, entertainment, recreation, accommodation, and food services",11319.7
51000,Virginia,76,"      Arts, entertainment, and recreation",2308.6
51000,Virginia,77,"        Performing arts, spectator sports, museums, and related activities",1219.4
51000,Virginia,78,"        Amusement, gambling, and recreation industries",1086.5
51000,Virginia,79,      Accommodation and food services,9006.7
51000,Virginia,80,        Accommodation,1925
51000,Virginia,81,        Food services and drinking places,7067.4
51000,Virginia,82,    Other services (except government and government enterprises),10026.2
51000,Virginia,83,  Government and government enterprises,83942.7
51000,Virginia,84,    Federal civilian,30564.1
51000,Virginia,85,    Military,15887
51000,Virginia,86,    State and local,37480.6
51000,Virginia,,Addenda:,
51000,Virginia,87,Natural resources and mining,4230.4
51000,Virginia,88,Trade,47452.5
51000,Virginia,89,Transportation and utilities,17335.3
51000,Virginia,90,Manufacturing and information,61704
51000,Virginia,91,Private goods-producing industries 2/,61110.4
51000,Virginia,92,Private services-providing industries 3/,328901.7
53000,Washington,1,All industry total,532861.9
53000,Washington,2,  Private industries,470820.6
53000,Washington,3,"    Agriculture, forestry, fishing and hunting",11963.6
53000,Washington,4,      Farms,10263.9
53000,Washington,5,"      Forestry, fishing, and related activities",2253.5
53000,Washington,6,"    Mining, quarrying, and oil and gas extraction",401.6
53000,Washington,7,      Oil and gas extraction,12.4
53000,Washington,8,      Mining (except oil and gas),371.6
53000,Washington,9,      Support activities for mining,23
53000,Washington,10,    Utilities,4174.9
53000,Washington,11,    Construction,18535.3
53000,Washington,12,    Manufacturing,53422.5
53000,Washington,13,      Durable goods manufacturing,38820.5
53000,Washington,14,        Wood product manufacturing,1138.7
53000,Washington,15,        Nonmetallic mineral product manufacturing,1007.9
53000,Washington,16,        Primary metal manufacturing,1182.3
53000,Washington,17,        Fabricated metal product manufacturing,1688.5
53000,Washington,18,        Machinery manufacturing,1279.8
53000,Washington,19,        Computer and electronic product manufacturing,5059.6
53000,Washington,20,"        Electrical equipment, appliance, and component manufacturing",803.1
53000,Washington,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",658.1
53000,Washington,22,        Other transportation equipment manufacturing,24586
53000,Washington,23,        Furniture and related product manufacturing,347.7
53000,Washington,24,        Miscellaneous manufacturing,1442.8
53000,Washington,25,      Nondurable goods manufacturing,15191.4
53000,Washington,26,        Food and beverage and tobacco product manufacturing,4169.4
53000,Washington,27,        Textile mills and textile product mills,122.7
53000,Washington,28,"        Apparel, leather, and allied product manufacturing",118.8
53000,Washington,29,        Paper manufacturing,1315.2
53000,Washington,30,        Printing and related support activities,409.1
53000,Washington,31,        Petroleum and coal products manufacturing,7178.4
53000,Washington,32,        Chemical manufacturing,1977.8
53000,Washington,33,        Plastics and rubber products manufacturing,694
53000,Washington,34,    Wholesale trade,26645.7
53000,Washington,35,    Retail trade,53154.5
53000,Washington,36,    Transportation and warehousing,11278.9
53000,Washington,37,      Air transportation,2020.3
53000,Washington,38,      Rail transportation,715.6
53000,Washington,39,      Water transportation,486.4
53000,Washington,40,      Truck transportation,2517.5
53000,Washington,41,      Transit and ground passenger transportation,917.9
53000,Washington,42,      Pipeline transportation,66.1
53000,Washington,43,      Other transportation and support activities,3339.2
53000,Washington,44,      Warehousing and storage,1106.8
53000,Washington,45,    Information,106211.5
53000,Washington,46,      Publishing industries (except Internet),65283.6
53000,Washington,47,      Motion picture and sound recording industries,532.1
53000,Washington,48,      Broadcasting (except Internet) and telecommunications,13581
53000,Washington,49,"      Data processing, hosting, and other information services",26957.7
53000,Washington,50,"    Finance, insurance, real estate, rental, and leasing",80724.5
53000,Washington,51,      Finance and insurance,19163.1
53000,Washington,52,"        Monetary Authorities- central bank, credit intermediation, and related services",7528.8
53000,Washington,53,"        Securities, commodity contracts, and other financial investments and related activities",2450.7
53000,Washington,54,        Insurance carriers and related activities,9228.4
53000,Washington,55,"        Funds, trusts, and other financial vehicles",108.7
53000,Washington,56,      Real estate and rental and leasing,61357.1
53000,Washington,57,        Real estate,57496.4
53000,Washington,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3709
53000,Washington,59,    Professional and business services,58852.2
53000,Washington,60,"      Professional, scientific, and technical services",37847.8
53000,Washington,61,        Legal services,4768.8
53000,Washington,62,        Computer systems design and related services,11884.4
53000,Washington,63,"        Miscellaneous professional, scientific, and technical services",21599.5
53000,Washington,64,      Management of companies and enterprises,7877.4
53000,Washington,65,      Administrative and support and waste management and remediation services,13279.7
53000,Washington,66,        Administrative and support services,10971.2
53000,Washington,67,        Waste management and remediation services,2326.6
53000,Washington,68,"    Educational services, health care, and social assistance",33636.6
53000,Washington,69,      Educational services,2453.1
53000,Washington,70,      Health care and social assistance,31231.5
53000,Washington,71,        Ambulatory health care services,16256.8
53000,Washington,72,        Hospitals,9011.1
53000,Washington,73,        Nursing and residential care facilities,2405.6
53000,Washington,74,        Social assistance,3511.6
53000,Washington,75,"    Arts, entertainment, recreation, accommodation, and food services",12153
53000,Washington,76,"      Arts, entertainment, and recreation",2648.5
53000,Washington,77,"        Performing arts, spectator sports, museums, and related activities",1202.8
53000,Washington,78,"        Amusement, gambling, and recreation industries",1443.2
53000,Washington,79,      Accommodation and food services,9494.7
53000,Washington,80,        Accommodation,2515.4
53000,Washington,81,        Food services and drinking places,6981.9
53000,Washington,82,    Other services (except government and government enterprises),8321.7
53000,Washington,83,  Government and government enterprises,62568.2
53000,Washington,84,    Federal civilian,11377.4
53000,Washington,85,    Military,6451.1
53000,Washington,86,    State and local,44639.2
53000,Washington,,Addenda:,
53000,Washington,87,Natural resources and mining,12285
53000,Washington,88,Trade,79464.5
53000,Washington,89,Transportation and utilities,15444
53000,Washington,90,Manufacturing and information,155607.1
53000,Washington,91,Private goods-producing industries 2/,83858.4
53000,Washington,92,Private services-providing industries 3/,386603.5
54000,West Virginia,1,All industry total,69711.6
54000,West Virginia,2,  Private industries,58929
54000,West Virginia,3,"    Agriculture, forestry, fishing and hunting",423.2
54000,West Virginia,4,      Farms,343.9
54000,West Virginia,5,"      Forestry, fishing, and related activities",102.9
54000,West Virginia,6,"    Mining, quarrying, and oil and gas extraction",12239.5
54000,West Virginia,7,      Oil and gas extraction,8600.2
54000,West Virginia,8,      Mining (except oil and gas),5005.6
54000,West Virginia,9,      Support activities for mining,393.4
54000,West Virginia,10,    Utilities,1978
54000,West Virginia,11,    Construction,2322.2
54000,West Virginia,12,    Manufacturing,6781.5
54000,West Virginia,13,      Durable goods manufacturing,3130.5
54000,West Virginia,14,        Wood product manufacturing,212.6
54000,West Virginia,15,        Nonmetallic mineral product manufacturing,264.4
54000,West Virginia,16,        Primary metal manufacturing,1025.1
54000,West Virginia,17,        Fabricated metal product manufacturing,368.4
54000,West Virginia,18,        Machinery manufacturing,141.9
54000,West Virginia,19,        Computer and electronic product manufacturing,83.6
54000,West Virginia,20,"        Electrical equipment, appliance, and component manufacturing",44.4
54000,West Virginia,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",719.1
54000,West Virginia,22,        Other transportation equipment manufacturing,129.2
54000,West Virginia,23,        Furniture and related product manufacturing,61.9
54000,West Virginia,24,        Miscellaneous manufacturing,152.6
54000,West Virginia,25,      Nondurable goods manufacturing,3657.3
54000,West Virginia,26,        Food and beverage and tobacco product manufacturing,281.4
54000,West Virginia,27,        Textile mills and textile product mills,5.4
54000,West Virginia,28,"        Apparel, leather, and allied product manufacturing",6
54000,West Virginia,29,        Paper manufacturing,46.3
54000,West Virginia,30,        Printing and related support activities,60.2
54000,West Virginia,31,        Petroleum and coal products manufacturing,719.6
54000,West Virginia,32,        Chemical manufacturing,2248.4
54000,West Virginia,33,        Plastics and rubber products manufacturing,358.9
54000,West Virginia,34,    Wholesale trade,3359.4
54000,West Virginia,35,    Retail trade,4762.5
54000,West Virginia,36,    Transportation and warehousing,1580.7
54000,West Virginia,37,      Air transportation,5.8
54000,West Virginia,38,      Rail transportation,304
54000,West Virginia,39,      Water transportation,38.9
54000,West Virginia,40,      Truck transportation,540.9
54000,West Virginia,41,      Transit and ground passenger transportation,19.8
54000,West Virginia,42,      Pipeline transportation,165.1
54000,West Virginia,43,      Other transportation and support activities,340.4
54000,West Virginia,44,      Warehousing and storage,175.2
54000,West Virginia,45,    Information,1503.1
54000,West Virginia,46,      Publishing industries (except Internet),272.4
54000,West Virginia,47,      Motion picture and sound recording industries,17.8
54000,West Virginia,48,      Broadcasting (except Internet) and telecommunications,996.5
54000,West Virginia,49,"      Data processing, hosting, and other information services",220.2
54000,West Virginia,50,"    Finance, insurance, real estate, rental, and leasing",9301.1
54000,West Virginia,51,      Finance and insurance,2244.1
54000,West Virginia,52,"        Monetary Authorities- central bank, credit intermediation, and related services",676.7
54000,West Virginia,53,"        Securities, commodity contracts, and other financial investments and related activities",142.1
54000,West Virginia,54,        Insurance carriers and related activities,1484
54000,West Virginia,55,"        Funds, trusts, and other financial vehicles",3.5
54000,West Virginia,56,      Real estate and rental and leasing,7045.6
54000,West Virginia,57,        Real estate,6452.9
54000,West Virginia,58,        Rental and leasing services and lessors of nonfinancial intangible assets,586.4
54000,West Virginia,59,    Professional and business services,5346.6
54000,West Virginia,60,"      Professional, scientific, and technical services",2751.8
54000,West Virginia,61,        Legal services,801.4
54000,West Virginia,62,        Computer systems design and related services,564.2
54000,West Virginia,63,"        Miscellaneous professional, scientific, and technical services",1422.6
54000,West Virginia,64,      Management of companies and enterprises,907
54000,West Virginia,65,      Administrative and support and waste management and remediation services,1718.7
54000,West Virginia,66,        Administrative and support services,1505.5
54000,West Virginia,67,        Waste management and remediation services,213.5
54000,West Virginia,68,"    Educational services, health care, and social assistance",7615.8
54000,West Virginia,69,      Educational services,323.4
54000,West Virginia,70,      Health care and social assistance,7298.4
54000,West Virginia,71,        Ambulatory health care services,3226.1
54000,West Virginia,72,        Hospitals,3004
54000,West Virginia,73,        Nursing and residential care facilities,630.2
54000,West Virginia,74,        Social assistance,430.6
54000,West Virginia,75,"    Arts, entertainment, recreation, accommodation, and food services",1859.7
54000,West Virginia,76,"      Arts, entertainment, and recreation",273.3
54000,West Virginia,77,"        Performing arts, spectator sports, museums, and related activities",60.1
54000,West Virginia,78,"        Amusement, gambling, and recreation industries",212.8
54000,West Virginia,79,      Accommodation and food services,1586.3
54000,West Virginia,80,        Accommodation,463
54000,West Virginia,81,        Food services and drinking places,1118.3
54000,West Virginia,82,    Other services (except government and government enterprises),1125.5
54000,West Virginia,83,  Government and government enterprises,10763.3
54000,West Virginia,84,    Federal civilian,3253.6
54000,West Virginia,85,    Military,342.2
54000,West Virginia,86,    State and local,7189.5
54000,West Virginia,,Addenda:,
54000,West Virginia,87,Natural resources and mining,12672.5
54000,West Virginia,88,Trade,8121.4
54000,West Virginia,89,Transportation and utilities,3546.9
54000,West Virginia,90,Manufacturing and information,8292
54000,West Virginia,91,Private goods-producing industries 2/,20809.7
54000,West Virginia,92,Private services-providing industries 3/,38321.2
55000,Wisconsin,1,All industry total,291715.8
55000,Wisconsin,2,  Private industries,261683.9
55000,Wisconsin,3,"    Agriculture, forestry, fishing and hunting",7787.2
55000,Wisconsin,4,      Farms,7344.3
55000,Wisconsin,5,"      Forestry, fishing, and related activities",520.4
55000,Wisconsin,6,"    Mining, quarrying, and oil and gas extraction",501.5
55000,Wisconsin,7,      Oil and gas extraction,0
55000,Wisconsin,8,      Mining (except oil and gas),493
55000,Wisconsin,9,      Support activities for mining,8.6
55000,Wisconsin,10,    Utilities,4678.3
55000,Wisconsin,11,    Construction,10382.4
55000,Wisconsin,12,    Manufacturing,54114
55000,Wisconsin,13,      Durable goods manufacturing,30851.3
55000,Wisconsin,14,        Wood product manufacturing,1076.1
55000,Wisconsin,15,        Nonmetallic mineral product manufacturing,1322.8
55000,Wisconsin,16,        Primary metal manufacturing,2320.3
55000,Wisconsin,17,        Fabricated metal product manufacturing,5883.8
55000,Wisconsin,18,        Machinery manufacturing,7210.6
55000,Wisconsin,19,        Computer and electronic product manufacturing,4162.2
55000,Wisconsin,20,"        Electrical equipment, appliance, and component manufacturing",3415.5
55000,Wisconsin,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2393.9
55000,Wisconsin,22,        Other transportation equipment manufacturing,864.1
55000,Wisconsin,23,        Furniture and related product manufacturing,832.4
55000,Wisconsin,24,        Miscellaneous manufacturing,1707.8
55000,Wisconsin,25,      Nondurable goods manufacturing,23277.6
55000,Wisconsin,26,        Food and beverage and tobacco product manufacturing,8828.9
55000,Wisconsin,27,        Textile mills and textile product mills,233.7
55000,Wisconsin,28,"        Apparel, leather, and allied product manufacturing",87.5
55000,Wisconsin,29,        Paper manufacturing,4602.9
55000,Wisconsin,30,        Printing and related support activities,2245.3
55000,Wisconsin,31,        Petroleum and coal products manufacturing,358.8
55000,Wisconsin,32,        Chemical manufacturing,3761.6
55000,Wisconsin,33,        Plastics and rubber products manufacturing,3107.8
55000,Wisconsin,34,    Wholesale trade,17794.2
55000,Wisconsin,35,    Retail trade,17651.8
55000,Wisconsin,36,    Transportation and warehousing,8098.8
55000,Wisconsin,37,      Air transportation,141.1
55000,Wisconsin,38,      Rail transportation,611.8
55000,Wisconsin,39,      Water transportation,12.6
55000,Wisconsin,40,      Truck transportation,3774.9
55000,Wisconsin,41,      Transit and ground passenger transportation,1013.6
55000,Wisconsin,42,      Pipeline transportation,87
55000,Wisconsin,43,      Other transportation and support activities,1116
55000,Wisconsin,44,      Warehousing and storage,1348.7
55000,Wisconsin,45,    Information,13942.3
55000,Wisconsin,46,      Publishing industries (except Internet),6129.9
55000,Wisconsin,47,      Motion picture and sound recording industries,177.8
55000,Wisconsin,48,      Broadcasting (except Internet) and telecommunications,5045.8
55000,Wisconsin,49,"      Data processing, hosting, and other information services",2562.3
55000,Wisconsin,50,"    Finance, insurance, real estate, rental, and leasing",55397.1
55000,Wisconsin,51,      Finance and insurance,22352
55000,Wisconsin,52,"        Monetary Authorities- central bank, credit intermediation, and related services",4343.5
55000,Wisconsin,53,"        Securities, commodity contracts, and other financial investments and related activities",2029
55000,Wisconsin,54,        Insurance carriers and related activities,16129.2
55000,Wisconsin,55,"        Funds, trusts, and other financial vehicles",37.1
55000,Wisconsin,56,      Real estate and rental and leasing,32933.7
55000,Wisconsin,57,        Real estate,31029.5
55000,Wisconsin,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1942.7
55000,Wisconsin,59,    Professional and business services,31421.8
55000,Wisconsin,60,"      Professional, scientific, and technical services",14321.2
55000,Wisconsin,61,        Legal services,2096.4
55000,Wisconsin,62,        Computer systems design and related services,3561.5
55000,Wisconsin,63,"        Miscellaneous professional, scientific, and technical services",8808.5
55000,Wisconsin,64,      Management of companies and enterprises,10300.5
55000,Wisconsin,65,      Administrative and support and waste management and remediation services,6940.2
55000,Wisconsin,66,        Administrative and support services,6338
55000,Wisconsin,67,        Waste management and remediation services,600.7
55000,Wisconsin,68,"    Educational services, health care, and social assistance",29005.5
55000,Wisconsin,69,      Educational services,2889.9
55000,Wisconsin,70,      Health care and social assistance,26146.7
55000,Wisconsin,71,        Ambulatory health care services,13392.8
55000,Wisconsin,72,        Hospitals,8192.3
55000,Wisconsin,73,        Nursing and residential care facilities,2473.6
55000,Wisconsin,74,        Social assistance,2165.6
55000,Wisconsin,75,"    Arts, entertainment, recreation, accommodation, and food services",6892.9
55000,Wisconsin,76,"      Arts, entertainment, and recreation",1694.1
55000,Wisconsin,77,"        Performing arts, spectator sports, museums, and related activities",882.7
55000,Wisconsin,78,"        Amusement, gambling, and recreation industries",810.1
55000,Wisconsin,79,      Accommodation and food services,5197.2
55000,Wisconsin,80,        Accommodation,1065
55000,Wisconsin,81,        Food services and drinking places,4127.8
55000,Wisconsin,82,    Other services (except government and government enterprises),5654.1
55000,Wisconsin,83,  Government and government enterprises,30149.2
55000,Wisconsin,84,    Federal civilian,3875.5
55000,Wisconsin,85,    Military,744.4
55000,Wisconsin,86,    State and local,25567.6
55000,Wisconsin,,Addenda:,
55000,Wisconsin,87,Natural resources and mining,7984
55000,Wisconsin,88,Trade,35399.1
55000,Wisconsin,89,Transportation and utilities,12770.4
55000,Wisconsin,90,Manufacturing and information,67589.1
55000,Wisconsin,91,Private goods-producing industries 2/,72341.1
55000,Wisconsin,92,Private services-providing industries 3/,189368.6
